 written on  3Apr2025 at 10:23:10 
           2
         361
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1
  -12   -6    0    1    1    0.000190    0.000000
  -12   -6    0    2    1   -0.000127    0.000000
  -12   -6    0    1    2   -0.000074   -0.000000
  -12   -6    0    2    2    0.000190   -0.000000
  -11   -7    0    1    1    0.000127    0.000000
  -11   -7    0    2    1   -0.000013   -0.000000
  -11   -7    0    1    2   -0.000017   -0.000000
  -11   -7    0    2    2    0.000127   -0.000000
  -11   -6    0    1    1    0.000170    0.000000
  -11   -6    0    2    1   -0.000094   -0.000000
  -11   -6    0    1    2   -0.000076    0.000000
  -11   -6    0    2    2    0.000170   -0.000000
  -11   -5    0    1    1    0.000170   -0.000000
  -11   -5    0    2    1   -0.000204   -0.000000
  -11   -5    0    1    2   -0.000017    0.000000
  -11   -5    0    2    2    0.000170    0.000000
  -11   -4    0    1    1    0.000127   -0.000000
  -11   -4    0    2    1   -0.000094   -0.000000
  -11   -4    0    1    2   -0.000131    0.000000
  -11   -4    0    2    2    0.000127    0.000000
  -10   -8    0    1    1   -0.000006   -0.000000
  -10   -8    0    2    1   -0.000145   -0.000000
  -10   -8    0    1    2    0.000094    0.000000
  -10   -8    0    2    2   -0.000006    0.000000
  -10   -7    0    1    1   -0.000040   -0.000000
  -10   -7    0    2    1    0.000166   -0.000000
  -10   -7    0    1    2   -0.000176    0.000000
  -10   -7    0    2    2   -0.000040    0.000000
  -10   -6    0    1    1    0.000097   -0.000000
  -10   -6    0    2    1    0.000068   -0.000000
  -10   -6    0    1    2   -0.000117    0.000000
  -10   -6    0    2    2    0.000097    0.000000
  -10   -5    0    1    1   -0.000006    0.000000
  -10   -5    0    2    1   -0.000006   -0.000000
  -10   -5    0    1    2   -0.000117    0.000000
  -10   -5    0    2    2   -0.000006   -0.000000
  -10   -4    0    1    1    0.000097    0.000000
  -10   -4    0    2    1   -0.000006   -0.000000
  -10   -4    0    1    2   -0.000176    0.000000
  -10   -4    0    2    2    0.000097   -0.000000
  -10   -3    0    1    1   -0.000040    0.000000
  -10   -3    0    2    1    0.000068    0.000000
  -10   -3    0    1    2    0.000094   -0.000000
  -10   -3    0    2    2   -0.000040   -0.000000
  -10   -2    0    1    1   -0.000006   -0.000000
  -10   -2    0    2    1    0.000166   -0.000000
  -10   -2    0    1    2    0.000061    0.000000
  -10   -2    0    2    2   -0.000006    0.000000
   -9  -10    0    1    1    0.000151    0.000000
   -9  -10    0    2    1    0.000061   -0.000000
   -9  -10    0    1    2    0.000051   -0.000000
   -9  -10    0    2    2    0.000151   -0.000000
   -9   -9    0    1    1    0.000015   -0.000000
   -9   -9    0    2    1   -0.000220    0.000000
   -9   -9    0    1    2   -0.000220   -0.000000
   -9   -9    0    2    2    0.000015    0.000000
   -9   -8    0    1    1    0.000082    0.000000
   -9   -8    0    2    1   -0.000038    0.000000
   -9   -8    0    1    2    0.000024    0.000000
   -9   -8    0    2    2    0.000082   -0.000000
   -9   -7    0    1    1   -0.000223   -0.000000
   -9   -7    0    2    1    0.000155   -0.000000
   -9   -7    0    1    2   -0.000123    0.000000
   -9   -7    0    2    2   -0.000223    0.000000
   -9   -6    0    1    1    0.000051    0.000000
   -9   -6    0    2    1    0.000112   -0.000000
   -9   -6    0    1    2   -0.000158    0.000000
   -9   -6    0    2    2    0.000051   -0.000000
   -9   -5    0    1    1    0.000005   -0.000000
   -9   -5    0    2    1    0.000201    0.000000
   -9   -5    0    1    2    0.000155    0.000000
   -9   -5    0    2    2    0.000005    0.000000
   -9   -4    0    1    1    0.000006   -0.000000
   -9   -4    0    2    1    0.000118   -0.000000
   -9   -4    0    1    2   -0.000158   -0.000000
   -9   -4    0    2    2    0.000006    0.000000
   -9   -3    0    1    1    0.000051   -0.000000
   -9   -3    0    2    1    0.000201    0.000000
